work_order_id,asset_id,asset_type,date,technician_name,failure_mode,symptom_description,root_cause,action_taken,parts_used,downtime_hours,related_asset_ids
WO-0255,PUMP-102,Centrifugal Pump,2024-05-17,David Chen,bearing failure,Inboard bearing temperature reached `95`°C (`alarm setpoint 85°C`). Severe severe whining sound (`buzzing/humming`) audible at `45 Hz` operating speed.,Improper bearing preload and excessive axial thrust load (`62%` above design) caused premature cage fracture and rolling element skidding.,"Replaced thrust bearing housing assembly (`P/N 7926-A`), renewed oil seals, adjusted axial preload shims (`0.18 inch`), and verified dynamic balance (`0.65` in/sec).","Radial Bearing, Thrust Bearing Set, Housing Gasket",7.9,
WO-0267,PUMP-102,Centrifugal Pump,2024-06-04,Priya Patel,seal leakage,Found gradual fluid dripping constantly from pump stuffing box area (`~3.2 lbs/hr`). Pool of process fluid accumulating on baseplate. Ops reported load fluctuations on MOTOR-102 coinciding with this fault.,Mechanical seal faces scored due to abrasive particles (`15 ppm` solids) in process fluid and inadequate seal flush filtration (`400 micron filter blinded`).,"Removed pump casing, replaced cartridge mechanical seal assembly (`Spec-214`), renewed `150 micron` flush filter, and flushed seal supply piping.","Cartridge Mechanical Seal Assembly, Casing Gasket, Flush Filter Element",3.2,MOTOR-102
WO-0281,PUMP-102,Centrifugal Pump,2024-06-26,Priya Patel,misalignment,Coupling bolts loosening (`minor` play) with accelerated rattling (`high-pitched squealing`). Temperature across coupling guard elevated to `104`°C.,Soft foot condition under motor baseplate (`0.023 inch` gap on right rear foot) causing structural distortion during anchor bolt torquing (`44 ft-lbs`).,Replaced worn elastomeric coupling insert (`P/N 4483-REV2`) and re-laser aligned pump/motor train to tight tolerance (`< 0.007 inch` offset).,Omega Coupling Half and Element,2.9,
WO-0284,PUMP-102,Centrifugal Pump,2024-07-05,Hannah Abbott,misalignment,"Coupling insert wearing rapidly (`severe` shedding of elastomeric dust, `0.25 inch` wear). High radial vibration (`0.31` in/sec RMS) on inboard bearing pads. Checked mechanical alignment and interlocks with coupled unit MOTOR-102 during inspection.",Coupling elastomeric element failure (`31%` degradation) due to operating in high ambient temperature (`116`°C) and minor angular offset (`0.009 inch`).,"Installed upgraded high-temperature urethane coupling element (`P/N 6305-C`), shimmed motor base (`0.07 inch`), and verified vibration dropped to `0.38` in/sec RMS.","High-Temp Urethane Coupling Element, Stainless Shim Assortment Kit",3.1,MOTOR-102
WO-0286,PUMP-102,Centrifugal Pump,2024-07-10,Elena Rostova,bearing failure,Loud buzzing/humming and metallic clattering from bearing pedestal (`108`°C). Oil level check showed gradual discoloration and `26 ppm` metal debris. Tech observed abnormal acoustic noise propagating across the coupling from MOTOR-102.,Lube oil contamination with process fluid/water (`16 ppm` moisture) caused breakdown of oil film and subsequent spalling of bearing races after `12838` hours.,"Replaced both inboard and outboard radial/thrust bearings (`P/N 5008-REV2`), flushed bearing housing of `45 ppm` debris, and added synthetic ISO VG 68 oil.","SKF Outboard Angular Contact Bearing, Inboard Roller Bearing, ISO VG 68 Lube Oil",9.0,MOTOR-102
WO-0289,PUMP-102,Centrifugal Pump,2024-07-15,Priya Patel,misalignment,High axial vibration (`0.49` in/sec RMS) and abnormal phase relationship (`63%` phase shift across coupling) detected during vibration survey.,"Foundation settling and normal vibration shifting over `13 months` degraded precision laser alignment (`0.009 inch` parallel offset, `0.011 inch/10 inch` angular).","Loosened flange bolts to relieve `129 ft-lbs` pipe strain, re-torqued baseplate hold-down bolts (`84 ft-lbs`), and completed full alignment (`0.012 inch`).",None,3.4,
WO-0295,PUMP-102,Centrifugal Pump,2024-07-24,Carlos Ramirez,cavitation,Ops reported accelerated gravel-like buzzing/humming inside pump housing during peak flow (`778 GPM`). Suction gauge fluctuating +/- 18 PSI.,Air entrainment in suction pipe due to degraded suction valve stem packing and low feed tank level (`< 56%` capacity remaining).,"Replaced suction valve stem packing (`P/N 1075-C`), purged air from suction manifold, and verified tank minimum level interlock setpoint (`> 49%`).","Suction Valve Packing Rings, O-Ring Kit",3.4,
WO-0350,PUMP-102,Centrifugal Pump,2024-10-07,Jameson Thorne,misalignment,Coupling bolts loosening (`extreme` play) with localized rattling (`thumping`). Temperature across coupling guard elevated to `98`°C.,Coupling elastomeric element failure (`47%` degradation) due to operating in high ambient temperature (`153`°C) and minor angular offset (`0.012 inch`).,"Installed upgraded high-temperature urethane coupling element (`Spec-193`), shimmed motor base (`0.12 inch`), and verified vibration dropped to `0.50` in/sec RMS.","High-Temp Urethane Coupling Element, Stainless Shim Assortment Kit",4.0,
WO-0359,PUMP-102,Centrifugal Pump,2024-10-29,Jameson Thorne,bearing failure,Loud grinding and metallic clattering from bearing pedestal (`82`°C). Oil level check showed accelerated discoloration and `21 ppm` metal debris.,Fatigue failure and flaking of rolling elements due to prolonged operation with `0.013 inch` angular misalignment and `18 PSI` load.,"Pulled bearing frame, pressed on new SKF angular contact bearings (`Spec-846`), replaced lip seals, and realigned shaft within `0.007 inch`.","Bearing Kit 6309-C3, Lip Seal Set, Shim Pack",10.6,
WO-0378,PUMP-102,Centrifugal Pump,2024-12-10,Hannah Abbott,impeller wear,Excessive recirculation noise (`screeching`) inside casing and unusual pressure drop (`10.3 PSI`) across pump discharge flange.,Foreign object impact (`7.8 lbs` solid piece ingested) chipped outer impeller vane tips and bent front shroud by `0.008 inch`.,"Extracted damaged impeller, cleared debris from volute casing, installed new dynamically balanced impeller (`P/N 7098-B`), and torqued casing bolts (`156 ft-lbs`).","Dynamically Balanced Impeller Assembly, Casing O-Ring, Shaft Key",6.6,
